Ticker,Date,Open,High,Low,Close,Adj Close,Volume
AAPL,2015-01-02,106.23908999999999,106.286781,102.385918,109.33000200000001,104.274353,53204600
AAPL,2015-01-05,103.28244000000001,103.625801,100.535622,106.25,101.336784,64285500
AAPL,2015-01-06,101.613365,102.46221899999999,99.79169499999999,106.260002,101.346321,65797100
AAPL,2015-01-07,102.242828,103.196602,101.765961,107.75,102.767426,40105900
AAPL,2015-01-08,104.178986,106.963943,103.673485,111.889999,106.715965,59364500
AAPL,2015-01-09,107.4599,108.01309199999999,105.11366299999999,112.010002,106.83042900000001,53699500
AAPL,2015-01-12,107.393143,107.421745,103.768867,109.25,104.198059,49650800
AAPL,2015-01-13,106.277252,107.58389299999999,103.873787,110.220001,105.123199,67091900
AAPL,2015-01-14,103.997757,105.38072199999999,103.48273499999999,109.800003,104.722626,48337000
AAPL,2015-01-15,104.913376,104.97061200000002,101.72782099999999,106.82,101.88041700000001,60014000
AAPL,2015-01-16,102.080711,102.605278,100.335327,105.989998,101.088806,78513300
AAPL,2015-01-20,102.853256,103.930992,101.575211,108.720001,103.692566,49899900
AAPL,2015-01-21,103.911926,105.924355,103.263359,109.550003,104.484184,48575900
AAPL,2015-01-22,105.161346,107.269157,104.64632399999999,112.400002,107.20239299999999,53796400
AAPL,2015-01-23,107.107025,108.48996000000001,106.37261200000002,112.980003,107.75558500000001,46464800
AAPL,2015-01-26,108.48043799999999,109.071754,107.58389299999999,113.099998,107.87001799999999,55615000
AAPL,2015-01-27,107.22145800000001,107.278702,103.988213,109.139999,104.09314,95568700
AAPL,2015-01-28,112.190552,112.657898,109.977829,115.309998,109.977829,146477100
AAPL,2015-01-29,110.941116,113.678421,110.21626299999998,118.900002,113.401825,84436400
AAPL,2015-01-30,112.92493400000001,114.450951,111.44661699999999,117.160004,111.74227900000001,83745500
AAPL,2015-02-02,112.59113300000001,113.65933999999999,110.712227,118.629997,113.144295,62739100
AAPL,2015-02-03,113.020325,113.58301499999999,112.17147800000001,118.650002,113.16336799999999,51915700
AAPL,2015-02-04,113.020325,114.93737800000001,112.83911100000002,119.559998,114.03130300000001,70149700
AAPL,2015-02-05,114.92179099999998,115.122879,114.184509,119.940002,114.845192,42246200
AAPL,2015-02-06,114.92179099999998,115.14202900000001,113.418472,118.93,113.87808999999999,43706600
AAPL,2015-02-09,113.51423600000001,114.749443,113.39933799999999,119.720001,114.634529,38889800
AAPL,2015-02-10,115.065422,116.961327,115.055847,122.019997,116.83683799999999,62008500
AAPL,2015-02-11,117.55498500000002,119.61363999999999,117.296448,124.879997,119.57534799999999,73561800
AAPL,2015-02-12,120.705223,122.06491100000001,120.236046,126.459999,121.088242,74474500
AAPL,2015-02-13,121.873405,121.873405,120.312653,127.08000200000001,121.681908,54272200
AAPL,2015-02-17,122.07448600000001,123.405449,121.52869399999999,127.83000200000001,122.40003200000001,63152400
AAPL,2015-02-18,122.20853400000001,123.30968500000002,122.03618600000001,128.720001,123.252251,44891700
AAPL,2015-02-19,123.022423,123.54906499999998,122.87880700000001,128.449997,122.993698,37362400
AAPL,2015-02-20,123.156494,123.999123,122.61071000000001,129.5,123.999123,48948400
AAPL,2015-02-23,124.497017,127.350426,124.15230600000001,133.0,127.350426,70974100
AAPL,2015-02-24,127.292992,127.92495,125.59816000000001,132.169998,126.555687,69228100
AAPL,2015-02-25,125.97161100000001,126.009918,122.70643600000001,128.78999299999998,123.319275,74711700
AAPL,2015-02-26,123.319275,125.31091299999999,121.23186499999998,130.419998,124.88002,91287500
AAPL,2015-02-27,124.47788200000001,125.02364299999999,122.79263300000001,128.46000700000002,123.00329599999999,62014800
AAPL,2015-03-02,123.75971200000001,124.745956,122.850082,129.08999599999999,123.60651399999999,48096700
AAPL,2015-03-03,123.482056,124.01828,122.64899399999999,129.360001,123.865051,37816300
AAPL,2015-03-04,123.61608899999999,124.05655700000001,122.86923999999999,128.53999299999998,123.079872,31666300
AAPL,2015-03-05,123.118187,123.28096799999999,120.417969,126.410004,121.040375,56517100
AAPL,2015-03-06,122.94583100000001,123.87463400000001,120.896736,126.599998,121.222282,72842100
AAPL,2015-03-09,122.52451299999998,124.06613200000001,119.747704,127.139999,121.739349,88528500
AAPL,2015-03-10,121.040375,121.815941,118.54123700000001,124.510002,119.221069,68856600
AAPL,2015-03-11,119.450874,119.470009,116.92301200000001,122.239998,117.04748500000001,68939000
AAPL,2015-03-12,117.114525,119.594505,116.46340900000001,124.449997,119.163605,48362700
AAPL,2015-03-13,119.115738,120.073273,117.373062,123.589996,118.34014099999999,51827300
AAPL,2015-03-16,118.61782099999999,119.642372,117.650742,124.949997,119.642372,35874300
AAPL,2015-03-17,120.55203200000001,121.911697,120.312653,127.040001,121.643593,51023100
AAPL,2015-03-18,121.605301,123.673569,121.002068,128.470001,123.012856,65270900
AAPL,2015-03-19,123.28096799999999,123.75971200000001,121.98831200000001,127.5,122.08406799999999,45809500
AAPL,2015-03-20,122.8022,122.94583100000001,119.84346000000001,125.900002,120.55203200000001,68695100
AAPL,2015-03-23,121.720207,122.419197,121.145683,127.209999,121.806381,37709700
AAPL,2015-03-24,121.82553100000001,122.60111200000001,121.18398300000001,126.690002,121.308472,32842300
AAPL,2015-03-25,121.164833,121.43294499999999,118.139076,123.379997,118.139076,51655200
AAPL,2015-03-26,117.54541,119.57534799999999,117.392204,124.239998,118.962547,47572900
AAPL,2015-03-27,119.27851899999999,119.402992,117.689034,123.25,118.014595,39546200
AAPL,2015-03-30,118.78061699999999,121.03079199999999,118.73274199999999,126.370003,121.002068,47099700
AAPL,2015-03-31,120.733948,121.11696599999999,119.077446,124.43,119.14446299999999,42090600
AAPL,2015-04-01,119.51790600000001,119.80516100000001,117.87096399999999,124.25,118.97211499999999,40621400
AAPL,2015-04-02,119.71896399999999,120.226463,118.914658,125.32,119.99666599999999,32220100
AAPL,2015-04-06,119.18276999999999,122.093643,119.048721,127.349998,121.940422,37194000
AAPL,2015-04-07,122.218102,122.677727,120.628624,126.010002,120.65736399999999,35012300
AAPL,2015-04-08,120.50415,121.03079199999999,119.66152199999999,125.599998,120.264771,37329200
AAPL,2015-04-09,120.50415,121.203148,119.3647,126.559998,121.18398300000001,32484000
AAPL,2015-04-10,120.599899,121.806381,119.939217,127.099998,121.701057,40188000
AAPL,2015-04-13,122.91709099999999,123.108627,121.23186499999998,126.849998,121.461678,36365100
AAPL,2015-04-14,121.605301,121.88298799999998,120.56161499999999,126.300003,120.935043,25524600
AAPL,2015-04-15,121.040375,121.729774,120.65736399999999,126.779999,121.39463799999999,28970400
AAPL,2015-04-16,120.91588600000001,121.701057,120.753105,126.16999799999999,120.81055500000001,28369000
AAPL,2015-04-17,120.21689599999999,120.781815,119.173203,124.75,119.450874,51957000
AAPL,2015-04-20,120.236046,122.677727,119.853043,127.599998,122.17981,47054300
AAPL,2015-04-21,122.65857700000001,122.754318,121.289322,126.910004,121.519135,32435100
